            
            30 [(0, 1), (2, 5), (3, 4), (6, 7), (8, 9)]   5
            31 [(0, 1), (2, 5), (3, 4), (6, 8), (7, 9)]   2
            32 [(0, 1), (2, 5), (3, 4), (6, 9), (7, 8)]   0
            33 [(0, 1), (2, 5), (3, 6), (4, 7), (8, 9)]   4
            34 [(0, 1), (2, 5), (3, 6), (4, 8), (7, 9)]   0
            35 [(0, 1), (2, 5), (3, 6), (4, 9), (7, 8)]   1
            36 [(0, 1), (2, 5), (3, 7), (4, 6), (8, 9)]   0
            37 [(0, 1), (2, 5), (3, 7), (4, 8), (6, 9)]   3
            38 [(0, 1), (2, 5), (3, 7), (4, 9), (6, 8)]   4
            39 [(0, 1), (2, 5), (3, 8), (4, 6), (7, 9)]   3
            40 [(0, 1), (2, 5), (3, 8), (4, 7), (6, 9)]   5
            41 [(0, 1), (2, 5), (3, 8), (4, 9), (6, 7)]   2
            42 [(0, 1), (2, 5), (3, 9), (4, 6), (7, 8)]   2
            43 [(0, 1), (2, 5), (3, 9), (4, 7), (6, 8)]   3
            44 [(0, 1), (2, 5), (3, 9), (4, 8), (6, 7)]   1
            45 [(0, 1), (2, 6), (3, 4), (5, 7), (8, 9)]   4
            46 [(0, 1), (2, 6), (3, 4), (5, 8), (7, 9)]   0
            47 [(0, 1), (2, 6), (3, 4), (5, 9), (7, 8)]   3
            48 [(0, 1), (2, 6), (3, 5), (4, 7), (8, 9)]   1
            49 [(0, 1), (2, 6), (3, 5), (4, 8), (7, 9)]   5
            50 [(0, 1), (2, 6), (3, 5), (4, 9), (7, 8)]   0
            51 [(0, 1), (2, 6), (3, 7), (4, 5), (8, 9)]   3
            52 [(0, 1), (2, 6), (3, 7), (4, 8), (5, 9)]   0
            53 [(0, 1), (2, 6), (3, 7), (4, 9), (5, 8)]   5
            54 [(0, 1), (2, 6), (3, 8), (4, 5), (7, 9)]   4
            55 [(0, 1), (2, 6), (3, 8), (4, 7), (5, 9)]   2
            56 [(0, 1), (2, 6), (3, 8), (4, 9), (5, 7)]   3
            57 [(0, 1), (2, 6), (3, 9), (4, 5), (7, 8)]   1
            58 [(0, 1), (2, 6), (3, 9), (4, 7), (5, 8)]   4
            59 [(0, 1), (2, 6), (3, 9), (4, 8), (5, 7)]   2
            60 [(0, 1), (2, 7), (3, 4), (5, 6), (8, 9)]   3
            61 [(0, 1), (2, 7), (3, 4), (5, 8), (6, 9)]   2
            62 [(0, 1), (2, 7), (3, 4), (5, 9), (6, 8)]   1
            63 [(0, 1), (2, 7), (3, 5), (4, 6), (8, 9)]   5
            64 [(0, 1), (2, 7), (3, 5), (4, 8), (6, 9)]   1
            65 [(0, 1), (2, 7), (3, 5), (4, 9), (6, 8)]   3
            66 [(0, 1), (2, 7), (3, 6), (4, 5), (8, 9)]   1
            67 [(0, 1), (2, 7), (3, 6), (4, 8), (5, 9)]   2
            68 [(0, 1), (2, 7), (3, 6), (4, 9), (5, 8)]   4
            69 [(0, 1), (2, 7), (3, 8), (4, 5), (6, 9)]   3
            70 [(0, 1), (2, 7), (3, 8), (4, 6), (5, 9)]   4
            71 [(0, 1), (2, 7), (3, 8), (4, 9), (5, 6)]   5
            72 [(0, 1), (2, 7), (3, 9), (4, 5), (6, 8)]   5
            73 [(0, 1), (2, 7), (3, 9), (4, 6), (5, 8)]   0
            74 [(0, 1), (2, 7), (3, 9), (4, 8), (5, 6)]   4
            75 [(0, 1), (2, 8), (3, 4), (5, 6), (7, 9)]   4
            76 [(0, 1), (2, 8), (3, 4), (5, 7), (6, 9)]   1
            77 [(0, 1), (2, 8), (3, 4), (5, 9), (6, 7)]   0
            78 [(0, 1), (2, 8), (3, 5), (4, 6), (7, 9)]   0
            79 [(0, 1), (2, 8), (3, 5), (4, 7), (6, 9)]   2
            80 [(0, 1), (2, 8), (3, 5), (4, 9), (6, 7)]   1
            81 [(0, 1), (2, 8), (3, 6), (4, 5), (7, 9)]   5
            82 [(0, 1), (2, 8), (3, 6), (4, 7), (5, 9)]   3
            83 [(0, 1), (2, 8), (3, 6), (4, 9), (5, 7)]   0
            84 [(0, 1), (2, 8), (3, 7), (4, 5), (6, 9)]   4
            85 [(0, 1), (2, 8), (3, 7), (4, 6), (5, 9)]   5
            86 [(0, 1), (2, 8), (3, 7), (4, 9), (5, 6)]   3
            87 [(0, 1), (2, 8), (3, 9), (4, 5), (6, 7)]   3
            88 [(0, 1), (2, 8), (3, 9), (4, 6), (5, 7)]   4
            89 [(0, 1), (2, 8), (3, 9), (4, 7), (5, 6)]   5
            90 [(0, 1), (2, 9), (3, 4), (5, 6), (7, 8)]   5
            91 [(0, 1), (2, 9), (3, 4), (5, 7), (6, 8)]   3
            92 [(0, 1), (2, 9), (3, 4), (5, 8), (6, 7)]   1
            93 [(0, 1), (2, 9), (3, 5), (4, 6), (7, 8)]   1
            94 [(0, 1), (2, 9), (3, 5), (4, 7), (6, 8)]   5
            95 [(0, 1), (2, 9), (3, 5), (4, 8), (6, 7)]   3
            96 [(0, 1), (2, 9), (3, 6), (4, 5), (7, 8)]   3
            97 [(0, 1), (2, 9), (3, 6), (4, 7), (5, 8)]   2
            98 [(0, 1), (2, 9), (3, 6), (4, 8), (5, 7)]   4
            99 [(0, 1), (2, 9), (3, 7), (4, 5), (6, 8)]   1
            100 [(0, 1), (2, 9), (3, 7), (4, 6), (5, 8)]   4
            101 [(0, 1), (2, 9), (3, 7), (4, 8), (5, 6)]   2
            102 [(0, 1), (2, 9), (3, 8), (4, 5), (6, 7)]   5
            103 [(0, 1), (2, 9), (3, 8), (4, 6), (5, 7)]   2
            104 [(0, 1), (2, 9), (3, 8), (4, 7), (5, 6)]   4
            105 [(0, 2), (1, 3), (4, 5), (6, 7), (8, 9)]   0
            106 [(0, 2), (1, 3), (4, 5), (6, 8), (7, 9)]   4
            107 [(0, 2), (1, 3), (4, 5), (6, 9), (7, 8)]   1
            108 [(0, 2), (1, 3), (4, 6), (5, 7), (8, 9)]   5
            109 [(0, 2), (1, 3), (4, 6), (5, 8), (7, 9)]   3
            110 [(0, 2), (1, 3), (4, 6), (5, 9), (7, 8)]   4
            111 [(0, 2), (1, 3), (4, 7), (5, 6), (8, 9)]   1
            112 [(0, 2), (1, 3), (4, 7), (5, 8), (6, 9)]   2
            113 [(0, 2), (1, 3), (4, 7), (5, 9), (6, 8)]   0
            114 [(0, 2), (1, 3), (4, 8), (5, 6), (7, 9)]   0
            115 [(0, 2), (1, 3), (4, 8), (5, 7), (6, 9)]   4
            116 [(0, 2), (1, 3), (4, 8), (5, 9), (6, 7)]   1
            117 [(0, 2), (1, 3), (4, 9), (5, 6), (7, 8)]   3
            118 [(0, 2), (1, 3), (4, 9), (5, 7), (6, 8)]   2
            119 [(0, 2), (1, 3), (4, 9), (5, 8), (6, 7)]   5
            120 [(0, 2), (1, 4), (3, 5), (6, 7), (8, 9)]   4
            121 [(0, 2), (1, 4), (3, 5), (6, 8), (7, 9)]   2
            122 [(0, 2), (1, 4), (3, 5), (6, 9), (7, 8)]   0
            123 [(0, 2), (1, 4), (3, 6), (5, 7), (8, 9)]   0
            124 [(0, 2), (1, 4), (3, 6), (5, 8), (7, 9)]   5
            125 [(0, 2), (1, 4), (3, 6), (5, 9), (7, 8)]   3
            126 [(0, 2), (1, 4), (3, 7), (5, 6), (8, 9)]   3
            127 [(0, 2), (1, 4), (3, 7), (5, 8), (6, 9)]   4
            128 [(0, 2), (1, 4), (3, 7), (5, 9), (6, 8)]   1
            129 [(0, 2), (1, 4), (3, 8), (5, 6), (7, 9)]   1
            130 [(0, 2), (1, 4), (3, 8), (5, 7), (6, 9)]   2
            131 [(0, 2), (1, 4), (3, 8), (5, 9), (6, 7)]   0
            132 [(0, 2), (1, 4), (3, 9), (5, 6), (7, 8)]   5
            133 [(0, 2), (1, 4), (3, 9), (5, 7), (6, 8)]   4
            134 [(0, 2), (1, 4), (3, 9), (5, 8), (6, 7)]   3
            135 [(0, 2), (1, 5), (3, 4), (6, 7), (8, 9)]   1
            136 [(0, 2), (1, 5), (3, 4), (6, 8), (7, 9)]   0
            137 [(0, 2), (1, 5), (3, 4), (6, 9), (7, 8)]   2
            138 [(0, 2), (1, 5), (3, 6), (4, 7), (8, 9)]   5
            139 [(0, 2), (1, 5), (3, 6), (4, 8), (7, 9)]   2
            140 [(0, 2), (1, 5), (3, 6), (4, 9), (7, 8)]   0
            141 [(0, 2), (1, 5), (3, 7), (4, 6), (8, 9)]   2
            142 [(0, 2), (1, 5), (3, 7), (4, 8), (6, 9)]   0
            143 [(0, 2), (1, 5), (3, 7), (4, 9), (6, 8)]   5
            144 [(0, 2), (1, 5), (3, 8), (4, 6), (7, 9)]   5
            145 [(0, 2), (1, 5), (3, 8), (4, 7), (6, 9)]   1
            146 [(0, 2), (1, 5), (3, 8), (4, 9), (6, 7)]   3
            147 [(0, 2), (1, 5), (3, 9), (4, 6), (7, 8)]   3
            148 [(0, 2), (1, 5), (3, 9), (4, 7), (6, 8)]   2
            149 [(0, 2), (1, 5), (3, 9), (4, 8), (6, 7)]   4
            150 [(0, 2), (1, 6), (3, 4), (5, 7), (8, 9)]   2
            151 [(0, 2), (1, 6), (3, 4), (5, 8), (7, 9)]   4
            152 [(0, 2), (1, 6), (3, 4), (5, 9), (7, 8)]   0
            153 [(0, 2), (1, 6), (3, 5), (4, 7), (8, 9)]   3
            154 [(0, 2), (1, 6), (3, 5), (4, 8), (7, 9)]   1
            155 [(0, 2), (1, 6), (3, 5), (4, 9), (7, 8)]   5
            156 [(0, 2), (1, 6), (3, 7), (4, 5), (8, 9)]   1
            157 [(0, 2), (1, 6), (3, 7), (4, 8), (5, 9)]   5
            158 [(0, 2), (1, 6), (3, 7), (4, 9), (5, 8)]   3
            159 [(0, 2), (1, 6), (3, 8), (4, 5), (7, 9)]   3
            160 [(0, 2), (1, 6), (3, 8), (4, 7), (5, 9)]   4
            161 [(0, 2), (1, 6), (3, 8), (4, 9), (5, 7)]   0
            162 [(0, 2), (1, 6), (3, 9), (4, 5), (7, 8)]   2
            163 [(0, 2), (1, 6), (3, 9), (4, 7), (5, 8)]   5
            164 [(0, 2), (1, 6), (3, 9), (4, 8), (5, 7)]   3
            165 [(0, 2), (1, 7), (3, 4), (5, 6), (8, 9)]   0
            166 [(0, 2), (1, 7), (3, 4), (5, 8), (6, 9)]   1
            167 [(0, 2), (1, 7), (3, 4), (5, 9), (6, 8)]   3
            168 [(0, 2), (1, 7), (3, 5), (4, 6), (8, 9)]   1
            169 [(0, 2), (1, 7), (3, 5), (4, 8), (6, 9)]   3
            170 [(0, 2), (1, 7), (3, 5), (4, 9), (6, 8)]   0
            171 [(0, 2), (1, 7), (3, 6), (4, 5), (8, 9)]   3
            172 [(0, 2), (1, 7), (3, 6), (4, 8), (5, 9)]   4
            173 [(0, 2), (1, 7), (3, 6), (4, 9), (5, 8)]   2
            174 [(0, 2), (1, 7), (3, 8), (4, 5), (6, 9)]   0
            175 [(0, 2), (1, 7), (3, 8), (4, 6), (5, 9)]   2
            176 [(0, 2), (1, 7), (3, 8), (4, 9), (5, 6)]   4
            177 [(0, 2), (1, 7), (3, 9), (4, 5), (6, 8)]   1
            178 [(0, 2), (1, 7), (3, 9), (4, 6), (5, 8)]   4
            179 [(0, 2), (1, 7), (3, 9), (4, 8), (5, 6)]   2
            180 [(0, 2), (1, 8), (3, 4), (5, 6), (7, 9)]   2
            181 [(0, 2), (1, 8), (3, 4), (5, 7), (6, 9)]   3
            182 [(0, 2), (1, 8), (3, 4), (5, 9), (6, 7)]   4
            183 [(0, 2), (1, 8), (3, 5), (4, 6), (7, 9)]   4
            184 [(0, 2), (1, 8), (3, 5), (4, 7), (6, 9)]   5
            185 [(0, 2), (1, 8), (3, 5), (4, 9), (6, 7)]   2
            186 [(0, 2), (1, 8), (3, 6), (4, 5), (7, 9)]   0
            187 [(0, 2), (1, 8), (3, 6), (4, 7), (5, 9)]   1
            188 [(0, 2), (1, 8), (3, 6), (4, 9), (5, 7)]   5
            189 [(0, 2), (1, 8), (3, 7), (4, 5), (6, 9)]   2
            190 [(0, 2), (1, 8), (3, 7), (4, 6), (5, 9)]   3
            191 [(0, 2), (1, 8), (3, 7), (4, 9), (5, 6)]   0
            192 [(0, 2), (1, 8), (3, 9), (4, 5), (6, 7)]   5
            193 [(0, 2), (1, 8), (3, 9), (4, 6), (5, 7)]   2
            194 [(0, 2), (1, 8), (3, 9), (4, 7), (5, 6)]   4
            195 [(0, 2), (1, 9), (3, 4), (5, 6), (7, 8)]   1
            196 [(0, 2), (1, 9), (3, 4), (5, 7), (6, 8)]   5
            197 [(0, 2), (1, 9), (3, 4), (5, 8), (6, 7)]   2
            198 [(0, 2), (1, 9), (3, 5), (4, 6), (7, 8)]   2
            199 [(0, 2), (1, 9), (3, 5), (4, 7), (6, 8)]   1
            200 [(0, 2), (1, 9), (3, 5), (4, 8), (6, 7)]   0
            201 [(0, 2), (1, 9), (3, 6), (4, 5), (7, 8)]   5
            202 [(0, 2), (1, 9), (3, 6), (4, 7), (5, 8)]   4
            203 [(0, 2), (1, 9), (3, 6), (4, 8), (5, 7)]   1
            204 [(0, 2), (1, 9), (3, 7), (4, 5), (6, 8)]   3
            205 [(0, 2), (1, 9), (3, 7), (4, 6), (5, 8)]   5
            206 [(0, 2), (1, 9), (3, 7), (4, 8), (5, 6)]   4
            207 [(0, 2), (1, 9), (3, 8), (4, 5), (6, 7)]   1
            208 [(0, 2), (1, 9), (3, 8), (4, 6), (5, 7)]   4
            209 [(0, 2), (1, 9), (3, 8), (4, 7), (5, 6)]   3
            210 [(0, 3), (1, 2), (4, 5), (6, 7), (8, 9)]   1
            211 [(0, 3), (1, 2), (4, 5), (6, 8), (7, 9)]   5
            212 [(0, 3), (1, 2), (4, 5), (6, 9), (7, 8)]   0
            213 [(0, 3), (1, 2), (4, 6), (5, 7), (8, 9)]   3
            214 [(0, 3), (1, 2), (4, 6), (5, 8), (7, 9)]   1
            215 [(0, 3), (1, 2), (4, 6), (5, 9), (7, 8)]   5
            216 [(0, 3), (1, 2), (4, 7), (5, 6), (8, 9)]   0
            217 [(0, 3), (1, 2), (4, 7), (5, 8), (6, 9)]   4
            218 [(0, 3), (1, 2), (4, 7), (5, 9), (6, 8)]   1
            219 [(0, 3), (1, 2), (4, 8), (5, 6), (7, 9)]   3
            220 [(0, 3), (1, 2), (4, 8), (5, 7), (6, 9)]   1
            221 [(0, 3), (1, 2), (4, 8), (5, 9), (6, 7)]   4
            222 [(0, 3), (1, 2), (4, 9), (5, 6), (7, 8)]   1
            223 [(0, 3), (1, 2), (4, 9), (5, 7), (6, 8)]   4
            224 [(0, 3), (1, 2), (4, 9), (5, 8), (6, 7)]   3
            225 [(0, 3), (1, 4), (2, 5), (6, 7), (8, 9)]   0
            226 [(0, 3), (1, 4), (2, 5), (6, 8), (7, 9)]   4
            227 [(0, 3), (1, 4), (2, 5), (6, 9), (7, 8)]   5
            228 [(0, 3), (1, 4), (2, 6), (5, 7), (8, 9)]   1
            229 [(0, 3), (1, 4), (2, 6), (5, 8), (7, 9)]   3
            230 [(0, 3), (1, 4), (2, 6), (5, 9), (7, 8)]   0
            231 [(0, 3), (1, 4), (2, 7), (5, 6), (8, 9)]   4
            232 [(0, 3), (1, 4), (2, 7), (5, 8), (6, 9)]   0
            233 [(0, 3), (1, 4), (2, 7), (5, 9), (6, 8)]   5
            234 [(0, 3), (1, 4), (2, 8), (5, 6), (7, 9)]   0
            235 [(0, 3), (1, 4), (2, 8), (5, 7), (6, 9)]   4
            236 [(0, 3), (1, 4), (2, 8), (5, 9), (6, 7)]   1
            237 [(0, 3), (1, 4), (2, 9), (5, 6), (7, 8)]   2
            238 [(0, 3), (1, 4), (2, 9), (5, 7), (6, 8)]   0
            239 [(0, 3), (1, 4), (2, 9), (5, 8), (6, 7)]   4
            240 [(0, 3), (1, 5), (2, 4), (6, 7), (8, 9)]   5
            241 [(0, 3), (1, 5), (2, 4), (6, 8), (7, 9)]   1
            242 [(0, 3), (1, 5), (2, 4), (6, 9), (7, 8)]   4
            243 [(0, 3), (1, 5), (2, 6), (4, 7), (8, 9)]   3
            244 [(0, 3), (1, 5), (2, 6), (4, 8), (7, 9)]   0
            245 [(0, 3), (1, 5), (2, 6), (4, 9), (7, 8)]   5
            246 [(0, 3), (1, 5), (2, 7), (4, 6), (8, 9)]   1
            247 [(0, 3), (1, 5), (2, 7), (4, 8), (6, 9)]   3
            248 [(0, 3), (1, 5), (2, 7), (4, 9), (6, 8)]   0
            249 [(0, 3), (1, 5), (2, 8), (4, 6), (7, 9)]   3
            250 [(0, 3), (1, 5), (2, 8), (4, 7), (6, 9)]   0
            251 [(0, 3), (1, 5), (2, 8), (4, 9), (6, 7)]   2
            252 [(0, 3), (1, 5), (2, 9), (4, 6), (7, 8)]   0
            253 [(0, 3), (1, 5), (2, 9), (4, 7), (6, 8)]   4
            254 [(0, 3), (1, 5), (2, 9), (4, 8), (6, 7)]   1
            255 [(0, 3), (1, 6), (2, 4), (5, 7), (8, 9)]   4
            256 [(0, 3), (1, 6), (2, 4), (5, 8), (7, 9)]   0
            257 [(0, 3), (1, 6), (2, 4), (5, 9), (7, 8)]   1
            258 [(0, 3), (1, 6), (2, 5), (4, 7), (8, 9)]   1
            259 [(0, 3), (1, 6), (2, 5), (4, 8), (7, 9)]   5
            260 [(0, 3), (1, 6), (2, 5), (4, 9), (7, 8)]   2
            261 [(0, 3), (1, 6), (2, 7), (4, 5), (8, 9)]   3
            262 [(0, 3), (1, 6), (2, 7), (4, 8), (5, 9)]   0
            263 [(0, 3), (1, 6), (2, 7), (4, 9), (5, 8)]   5
            264 [(0, 3), (1, 6), (2, 8), (4, 5), (7, 9)]   2
            265 [(0, 3), (1, 6), (2, 8), (4, 7), (5, 9)]   5
            266 [(0, 3), (1, 6), (2, 8), (4, 9), (5, 7)]   1
            267 [(0, 3), (1, 6), (2, 9), (4, 5), (7, 8)]   5
            268 [(0, 3), (1, 6), (2, 9), (4, 7), (5, 8)]   3
            269 [(0, 3), (1, 6), (2, 9), (4, 8), (5, 7)]   2
            270 [(0, 3), (1, 7), (2, 4), (5, 6), (8, 9)]   1
            271 [(0, 3), (1, 7), (2, 4), (5, 8), (6, 9)]   5
            272 [(0, 3), (1, 7), (2, 4), (5, 9), (6, 8)]   4
            273 [(0, 3), (1, 7), (2, 5), (4, 6), (8, 9)]   5
            274 [(0, 3), (1, 7), (2, 5), (4, 8), (6, 9)]   0
            275 [(0, 3), (1, 7), (2, 5), (4, 9), (6, 8)]   1
            276 [(0, 3), (1, 7), (2, 6), (4, 5), (8, 9)]   4
            277 [(0, 3), (1, 7), (2, 6), (4, 8), (5, 9)]   5
            278 [(0, 3), (1, 7), (2, 6), (4, 9), (5, 8)]   0
            279 [(0, 3), (1, 7), (2, 8), (4, 5), (6, 9)]   1
            280 [(0, 3), (1, 7), (2, 8), (4, 6), (5, 9)]   0
            281 [(0, 3), (1, 7), (2, 8), (4, 9), (5, 6)]   5
            282 [(0, 3), (1, 7), (2, 9), (4, 5), (6, 8)]   3
            283 [(0, 3), (1, 7), (2, 9), (4, 6), (5, 8)]   2
            284 [(0, 3), (1, 7), (2, 9), (4, 8), (5, 6)]   4
            285 [(0, 3), (1, 8), (2, 4), (5, 6), (7, 9)]   4
            286 [(0, 3), (1, 8), (2, 4), (5, 7), (6, 9)]   0
            287 [(0, 3), (1, 8), (2, 4), (5, 9), (6, 7)]   3
            288 [(0, 3), (1, 8), (2, 5), (4, 6), (7, 9)]   0
            289 [(0, 3), (1, 8), (2, 5), (4, 7), (6, 9)]   3
            290 [(0, 3), (1, 8), (2, 5), (4, 9), (6, 7)]   5
            291 [(0, 3), (1, 8), (2, 6), (4, 5), (7, 9)]   1
            292 [(0, 3), (1, 8), (2, 6), (4, 7), (5, 9)]   4
            293 [(0, 3), (1, 8), (2, 6), (4, 9), (5, 7)]   2
            294 [(0, 3), (1, 8), (2, 7), (4, 5), (6, 9)]   4
            295 [(0, 3), (1, 8), (2, 7), (4, 6), (5, 9)]   2
            296 [(0, 3), (1, 8), (2, 7), (4, 9), (5, 6)]   3
            297 [(0, 3), (1, 8), (2, 9), (4, 5), (6, 7)]   2
            298 [(0, 3), (1, 8), (2, 9), (4, 6), (5, 7)]   4
            299 [(0, 3), (1, 8), (2, 9), (4, 7), (5, 6)]   1
            300 [(0, 3), (1, 9), (2, 4), (5, 6), (7, 8)]   0
            301 [(0, 3), (1, 9), (2, 4), (5, 7), (6, 8)]   3
            302 [(0, 3), (1, 9), (2, 4), (5, 8), (6, 7)]   1
            303 [(0, 3), (1, 9), (2, 5), (4, 6), (7, 8)]   1
            304 [(0, 3), (1, 9), (2, 5), (4, 7), (6, 8)]   0
            305 [(0, 3), (1, 9), (2, 5), (4, 8), (6, 7)]   3
            306 [(0, 3), (1, 9), (2, 6), (4, 5), (7, 8)]   3
            307 [(0, 3), (1, 9), (2, 6), (4, 7), (5, 8)]   2
            308 [(0, 3), (1, 9), (2, 6), (4, 8), (5, 7)]   4
            309 [(0, 3), (1, 9), (2, 7), (4, 5), (6, 8)]   1
            310 [(0, 3), (1, 9), (2, 7), (4, 6), (5, 8)]   4
            311 [(0, 3), (1, 9), (2, 7), (4, 8), (5, 6)]   2
            312 [(0, 3), (1, 9), (2, 8), (4, 5), (6, 7)]   0
            313 [(0, 3), (1, 9), (2, 8), (4, 6), (5, 7)]   2
            314 [(0, 3), (1, 9), (2, 8), (4, 7), (5, 6)]   4
            315 [(0, 4), (1, 2), (3, 5), (6, 7), (8, 9)]   5
            316 [(0, 4), (1, 2), (3, 5), (6, 8), (7, 9)]   1
            317 [(0, 4), (1, 2), (3, 5), (6, 9), (7, 8)]   2
            318 [(0, 4), (1, 2), (3, 6), (5, 7), (8, 9)]   1
            319 [(0, 4), (1, 2), (3, 6), (5, 8), (7, 9)]   3
            320 [(0, 4), (1, 2), (3, 6), (5, 9), (7, 8)]   0
            321 [(0, 4), (1, 2), (3, 7), (5, 6), (8, 9)]   2
            322 [(0, 4), (1, 2), (3, 7), (5, 8), (6, 9)]   5
            323 [(0, 4), (1, 2), (3, 7), (5, 9), (6, 8)]   4
            324 [(0, 4), (1, 2), (3, 8), (5, 6), (7, 9)]   5
            325 [(0, 4), (1, 2), (3, 8), (5, 7), (6, 9)]   0
            326 [(0, 4), (1, 2), (3, 8), (5, 9), (6, 7)]   3
            327 [(0, 4), (1, 2), (3, 9), (5, 6), (7, 8)]   4
            328 [(0, 4), (1, 2), (3, 9), (5, 7), (6, 8)]   3
            329 [(0, 4), (1, 2), (3, 9), (5, 8), (6, 7)]   1
            330 [(0, 4), (1, 3), (2, 5), (6, 7), (8, 9)]   1
            331 [(0, 4), (1, 3), (2, 5), (6, 8), (7, 9)]   5
            332 [(0, 4), (1, 3), (2, 5), (6, 9), (7, 8)]   4
            333 [(0, 4), (1, 3), (2, 6), (5, 7), (8, 9)]   2
            334 [(0, 4), (1, 3), (2, 6), (5, 8), (7, 9)]   4
            335 [(0, 4), (1, 3), (2, 6), (5, 9), (7, 8)]   1
            336 [(0, 4), (1, 3), (2, 7), (5, 6), (8, 9)]   5
            337 [(0, 4), (1, 3), (2, 7), (5, 8), (6, 9)]   1
            338 [(0, 4), (1, 3), (2, 7), (5, 9), (6, 8)]   3
            339 [(0, 4), (1, 3), (2, 8), (5, 6), (7, 9)]   2
            340 [(0, 4), (1, 3), (2, 8), (5, 7), (6, 9)]   3
            341 [(0, 4), (1, 3), (2, 8), (5, 9), (6, 7)]   4
            342 [(0, 4), (1, 3), (2, 9), (5, 6), (7, 8)]   0
            343 [(0, 4), (1, 3), (2, 9), (5, 7), (6, 8)]   1
            344 [(0, 4), (1, 3), (2, 9), (5, 8), (6, 7)]   3
            345 [(0, 4), (1, 5), (2, 3), (6, 7), (8, 9)]   2
            346 [(0, 4), (1, 5), (2, 3), (6, 8), (7, 9)]   4
            347 [(0, 4), (1, 5), (2, 3), (6, 9), (7, 8)]   3
            348 [(0, 4), (1, 5), (2, 6), (3, 7), (8, 9)]   5
            349 [(0, 4), (1, 5), (2, 6), (3, 8), (7, 9)]   3
            350 [(0, 4), (1, 5), (2, 6), (3, 9), (7, 8)]   0
            351 [(0, 4), (1, 5), (2, 7), (3, 6), (8, 9)]   3
            352 [(0, 4), (1, 5), (2, 7), (3, 8), (6, 9)]   5
            353 [(0, 4), (1, 5), (2, 7), (3, 9), (6, 8)]   1
            354 [(0, 4), (1, 5), (2, 8), (3, 6), (7, 9)]   0
            355 [(0, 4), (1, 5), (2, 8), (3, 7), (6, 9)]   2
            356 [(0, 4), (1, 5), (2, 8), (3, 9), (6, 7)]   5
            357 [(0, 4), (1, 5), (2, 9), (3, 6), (7, 8)]   1
            358 [(0, 4), (1, 5), (2, 9), (3, 7), (6, 8)]   3
            359 [(0, 4), (1, 5), (2, 9), (3, 8), (6, 7)]   0
            360 [(0, 4), (1, 6), (2, 3), (5, 7), (8, 9)]   3
            361 [(0, 4), (1, 6), (2, 3), (5, 8), (7, 9)]   1
            362 [(0, 4), (1, 6), (2, 3), (5, 9), (7, 8)]   4
            363 [(0, 4), (1, 6), (2, 5), (3, 7), (8, 9)]   4
            364 [(0, 4), (1, 6), (2, 5), (3, 8), (7, 9)]   0
            365 [(0, 4), (1, 6), (2, 5), (3, 9), (7, 8)]   1
            366 [(0, 4), (1, 6), (2, 7), (3, 5), (8, 9)]   1
            367 [(0, 4), (1, 6), (2, 7), (3, 8), (5, 9)]   2
